Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MIR133A1","MicroRNA 133a-1","RNA Gene","","17","GC18M032011","9.55885314941406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A1"
"MIR324","MicroRNA 324","RNA Gene","","21","GC17M007223","9.53431987762451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR324"
"MIR331","MicroRNA 331","RNA Gene","","21","GC12P095308","9.53226470947266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR331"
"MIR590","MicroRNA 590","RNA Gene","","21","GC07P074191","9.53080177307129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR590"
"MIR32","MicroRNA 32","RNA Gene","","23","GC09M109046","9.53076171875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR32"
"MIR186","MicroRNA 186","RNA Gene","","21","GC01M071067","9.52312278747559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR186"
"MIR196A2","MicroRNA 196a-2","RNA Gene","","23","GC12P058986","9.51164054870605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2"
"MIR7-2","MicroRNA 7-2","RNA Gene","","18","GC15P088611","9.49840831756592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-2"
"MIR374B","MicroRNA 374b","RNA Gene","","19","GC0XM074231","9.49815845489502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374B"
"MIR502","MicroRNA 502","RNA Gene","","16","GC0XP050014","9.44160079956055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR502"
"MEG3","Maternally Expressed 3","RNA Gene","","29","GC14P114433","9.44074153900146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3"
"MIR129-2","MicroRNA 129-2","RNA Gene","","20","GC11P043891","9.39839172363281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR129-2"
"MIR374A","MicroRNA 374a","RNA Gene","","18","GC0XM074300","9.39435291290283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374A"
"MIR485","MicroRNA 485","RNA Gene","","19","GC14P114464","9.39291000366211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485"
"MIR369","MicroRNA 369","RNA Gene","","20","GC14P114449","9.37681579589844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR369"
"MIR449A","MicroRNA 449a","RNA Gene","","22","GC05M055171","9.36298847198486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449A"
"MIR302D","MicroRNA 302d","RNA Gene","","21","GC04M112648","9.33386993408203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR302D"
"RNU6-1","RNA, U6 Small Nuclear 1","RNA Gene","","19","GC15M067839","9.3144474029541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1"
"MIR152","MicroRNA 152","RNA Gene","","22","GC17M048037","9.31019020080566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"MIRLET7F1","MicroRNA Let-7f-1","RNA Gene","","19","GC09P097144","9.29325771331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7F1"
"AGO1","Argonaute RISC Component 1","Protein Coding","Q9UL18","45","GC01P035869","9.26594352722168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO1"
"MIR30C1","MicroRNA 30c-1","RNA Gene","","22","GC01P040757","9.25325107574463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C1"
"MIR370","MicroRNA 370","RNA Gene","","22","GC14P113739","9.23568344116211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR370"
"MIR134","MicroRNA 134","RNA Gene","","20","GC14P114439","9.22875499725342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR134"
"MIR363","MicroRNA 363","RNA Gene","","16","GC0XM134413","9.20425510406494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR363"
"TP53","Tumor Protein P53","Protein Coding","P04637","57","GC17M007661","9.18769454956055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"MIR542","MicroRNA 542","RNA Gene","","18","GC0XM134638","9.15851879119873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR542"
"MIR372","MicroRNA 372","RNA Gene","","16","GC19P096579","9.15466976165771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR372"
"BCDIN3D","BCDIN3 Domain Containing RNA Methyltransferase","Protein Coding","Q7Z5W3","39","GC12M050782","9.13429546356201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCDIN3D"
"MIR181B1","MicroRNA 181b-1","RNA Gene","","21","GC01M198858","9.13415050506592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B1"
"MIR320B1","MicroRNA 320b-1","RNA Gene","","17","GC01P116671","9.12691879272461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320B1"
"MIR326","MicroRNA 326","RNA Gene","","22","GC11M075335","9.10531139373779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR326"
"MIR655","MicroRNA 655","RNA Gene","","17","GC14P114476","9.07047653198242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR655"
"MIR1-1","MicroRNA 1-1","RNA Gene","","21","GC20P066049","9.0612850189209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1-1"
"MIR301A","MicroRNA 301a","RNA Gene","","21","GC17M059151","9.04910850524902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR301A"
"MIR487A","MicroRNA 487a","RNA Gene","","16","GC14P114465","9.04198360443115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR487A"
"MIR455","MicroRNA 455","RNA Gene","","20","GC09P114209","9.03574562072754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR455"
"MIR1291","MicroRNA 1291","RNA Gene","","14","GC12M048654","9.02592086791992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1291"
"MIR92B","MicroRNA 92b","RNA Gene","","20","GC01P155195","9.00704383850098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92B"
"MIR421","MicroRNA 421","RNA Gene","","16","GC0XM074218","8.9934139251709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR421"
"MIR181C","MicroRNA 181c","RNA Gene","","21","GC19P095419","8.97891426086426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181C"
"MIR522","MicroRNA 522","RNA Gene","","15","GC19P053751","8.96896648406982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR522"
"MIR320E","MicroRNA 320e","RNA Gene","","17","GC19M085751","8.95085334777832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320E"
"MIR452","MicroRNA 452","RNA Gene","","17","GC0XM151959","8.94154930114746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR452"
"MIR663B","MicroRNA 663b","RNA Gene","","15","GC02M136393","8.89819812774658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR663B"
"MIR339","MicroRNA 339","RNA Gene","","21","GC07M001022","8.88777256011963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR339"
"MIR584","MicroRNA 584","RNA Gene","","19","GC05M149062","8.81658458709717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR584"
"MIR194-2","MicroRNA 194-2","RNA Gene","","21","GC11M116832","8.81195163726807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR194-2"
"MIR1260A","MicroRNA 1260a","RNA Gene","","15","GC14P077266","8.80550956726074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1260A"
"MIR496","MicroRNA 496","RNA Gene","","16","GC14P114471","8.79097175598145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR496"
"MIR517A","MicroRNA 517a","RNA Gene","","16","GC19P053712","8.78954219818115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR517A"
"MIR218-1","MicroRNA 218-1","RNA Gene","","19","GC04P023114","8.76428985595703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR218-1"
"MIR500A","MicroRNA 500a","RNA Gene","","17","GC0XP050008","8.73148536682129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR500A"
"MIR371A","MicroRNA 371a","RNA Gene","","16","GC19P053787","8.73024845123291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR371A"
"MIR345","MicroRNA 345","RNA Gene","","20","GC14P100307","8.71922492980957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR345"
"MIR340","MicroRNA 340","RNA Gene","","20","GC05M180015","8.71576404571533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR340"
"GAS5","Growth Arrest Specific 5","RNA Gene","","25","GC01M173947","8.64881038665771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"MIR33A","MicroRNA 33a","RNA Gene","","20","GC22P041900","8.64646530151367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33A"
"MIR147B","MicroRNA 147b","RNA Gene","","19","GC15P045433","8.64241123199463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR147B"
"MIR625","MicroRNA 625","RNA Gene","","15","GC14P065471","8.62854671478271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR625"
"MIR92A2","MicroRNA 92a-2","RNA Gene","","16","GC0XM134414","8.62530517578125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A2"
"MIR124-1","MicroRNA 124-1","RNA Gene","","20","GC08M009903","8.60233211517334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1"
"MIR4516","MicroRNA 4516","RNA Gene","","16","GC16P059818","8.59372425079346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4516"
"MIR382","MicroRNA 382","RNA Gene","","17","GC14P114459","8.58569812774658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR382"
"MIR551B","MicroRNA 551b","RNA Gene","","17","GC03P168551","8.58531951904297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR551B"
"MIR377","MicroRNA 377","RNA Gene","","20","GC14P114454","8.53614902496338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR377"
"MIR449C","MicroRNA 449c","RNA Gene","","18","GC05M055173","8.5302734375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449C"
"MIR181B2","MicroRNA 181b-2","RNA Gene","","21","GC09P124693","8.52635097503662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B2"
"MIR18B","MicroRNA 18b","RNA Gene","","16","GC0XM134418","8.51466369628906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18B"
"MIR9-2","MicroRNA 9-2","RNA Gene","","20","GC05M088666","8.51229000091553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-2"
"MIR7-3HG","MIR7-3 Host Gene","RNA Gene","Q8N6C7","27","GC19P094936","8.50957489013672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG"
"MIR320C1","MicroRNA 320c-1","RNA Gene","","17","GC18P021683","8.50463771820068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C1"
"MIR320D1","MicroRNA 320d-1","RNA Gene","","14","GC13M040730","8.50463771820068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320D1"
"MIR495","MicroRNA 495","RNA Gene","","17","GC14P114470","8.48741912841797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR495"
"MIR671","MicroRNA 671","RNA Gene","","18","GC07P151238","8.47554779052734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR671"
"MIR135A1","MicroRNA 135a-1","RNA Gene","","21","GC03M053374","8.47429084777832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135A1"
"MIR323A","MicroRNA 323a","RNA Gene","","18","GC14P114444","8.46071624755859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR323A"
"MIR1307","MicroRNA 1307","RNA Gene","","18","GC10M103394","8.43619441986084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1307"
"MIR217","MicroRNA 217","RNA Gene","","21","GC02M055982","8.42812061309814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR217"
"MIR4443","MicroRNA 4443","RNA Gene","","12","GC03P054895","8.41554164886475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4443"
"MIR589","MicroRNA 589","RNA Gene","","20","GC07M005495","8.41459083557129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR589"
"MIR136","MicroRNA 136","RNA Gene","","21","GC14P113741","8.40572738647461","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR136"
"MIR708","MicroRNA 708","RNA Gene","","19","GC11M079402","8.38698768615723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR708"
"MIR4286","MicroRNA 4286","RNA Gene","","16","GC08P010666","8.38465690612793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4286"
"MIR1275","MicroRNA 1275","RNA Gene","","19","GC06M087391","8.37658405303955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1275"
"MIR154","MicroRNA 154","RNA Gene","","20","GC14P114440","8.35929775238037","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR154"
"MIR454","MicroRNA 454","RNA Gene","","20","GC17M059137","8.34765434265137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR454"
"MIR582","MicroRNA 582","RNA Gene","","20","GC05M059703","8.34524440765381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR582"
"MIR520G","MicroRNA 520g","RNA Gene","","18","GC19P053722","8.34524440765381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520G"
"MIR1248","MicroRNA 1248","RNA Gene","","15","GC03P187405","8.33952808380127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1248"
"MIR337","MicroRNA 337","RNA Gene","","21","GC14P114448","8.3338041305542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR337"
"MIR940","MicroRNA 940","RNA Gene","","16","GC16P002271","8.33294773101807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR940"
"MIR652","MicroRNA 652","RNA Gene","","17","GC0XP110055","8.31941509246826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR652"
"MIR4284","MicroRNA 4284","RNA Gene","","15","GC07P073711","8.31778144836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4284"
"MIR362","MicroRNA 362","RNA Gene","","15","GC0XP056081","8.29655361175537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR362"
"MIR520F","MicroRNA 520f","RNA Gene","","14","GC19P053682","8.27958393096924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520F"
"MIR1290","MicroRNA 1290","RNA Gene","","15","GC01M018897","8.250807762146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1290"
"MIR138-2","MicroRNA 138-2","RNA Gene","","21","GC16P061477","8.24794101715088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-2"
"MIR889","MicroRNA 889","RNA Gene","","17","GC14P114482","8.24468231201172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR889"
"MIR365A","MicroRNA 365a","RNA Gene","","20","GC16P014309","8.2336311340332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR365A"
"MIR410","MicroRNA 410","RNA Gene","","18","GC14P114461","8.22290802001953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR410"
"MIR7-1","MicroRNA 7-1","RNA Gene","","17","GC09M105581","8.20476722717285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-1"
"MIR432","MicroRNA 432","RNA Gene","","19","GC14P113740","8.19394111633301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR432"
"MIR3065","MicroRNA 3065","RNA Gene","","14","GC17P081125","8.165771484375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3065"
"MIR346","MicroRNA 346","RNA Gene","","21","GC10M086264","8.16393661499023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR346"
"MIR3074","MicroRNA 3074","RNA Gene","","17","GC09M095086","8.1090669631958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3074"
"MIR874","MicroRNA 874","RNA Gene","","19","GC05M137647","8.10304260253906","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR874"
"MIR615","MicroRNA 615","RNA Gene","","21","GC12P054033","8.09751605987549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR615"
"MIR744","MicroRNA 744","RNA Gene","","17","GC17P012081","8.09196949005127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR744"
"MIR628","MicroRNA 628","RNA Gene","","18","GC15M055372","8.08473300933838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR628"
"MIR299","MicroRNA 299","RNA Gene","","18","GC14P114442","8.07977390289307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR299"
"MIR433","MicroRNA 433","RNA Gene","","22","GC14P113736","8.07835388183594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR433"
"MIR188","MicroRNA 188","RNA Gene","","17","GC0XP050003","8.07414054870605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR188"
"MIR551A","MicroRNA 551a","RNA Gene","","19","GC01M003560","8.05913257598877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR551A"
"MIR26A2","MicroRNA 26a-2","RNA Gene","","21","GC12M057824","8.0526180267334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A2"
"MIR1226","MicroRNA 1226","RNA Gene","","17","GC03P047849","8.04195976257324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1226"
"PVT1","Pvt1 Oncogene","RNA Gene","","27","GC08P127987","7.99056959152222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVT1"
"MIR545","MicroRNA 545","RNA Gene","","15","GC0XM074287","7.99034547805786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR545"
"MIR505","MicroRNA 505","RNA Gene","","19","GC0XM139924","7.98808336257935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR505"
"MIR491","MicroRNA 491","RNA Gene","","20","GC09P020716","7.97906398773193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR491"
"MIR450A2","MicroRNA 450a-2","RNA Gene","","16","GC0XM134637","7.96938371658325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450A2"
"MIR548B","MicroRNA 548b","RNA Gene","","17","GC06M119069","7.96817541122437","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548B"
"MIR638","MicroRNA 638","RNA Gene","","18","GC19P095223","7.96318340301514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR638"
"MIR4485","MicroRNA 4485","RNA Gene","","13","GC11M011372","7.95729398727417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4485"
"MIR659","MicroRNA 659","RNA Gene","","19","GC22M073459","7.9499716758728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR659"
"MIR411","MicroRNA 411","RNA Gene","","16","GC14P114462","7.91698122024536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR411"
"MIR656","MicroRNA 656","RNA Gene","","18","GC14P114477","7.91101217269897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR656"
"MIR490","MicroRNA 490","RNA Gene","","18","GC07P136903","7.89875650405884","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR490"
"MIR769","MicroRNA 769","RNA Gene","","17","GC19P046018","7.89296627044678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769"
"MIR939","MicroRNA 939","RNA Gene","","16","GC08M144394","7.89211750030518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR939"
"MIR24-2","MicroRNA 24-2","RNA Gene","","21","GC19M017487","7.88003206253052","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2"
"MIR664A","MicroRNA 664a","RNA Gene","","13","GC01M220200","7.86037683486938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR664A"
"MIR1908","MicroRNA 1908","RNA Gene","","17","GC11M061815","7.85898065567017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1908"
"MIR103A2","MicroRNA 103a-2","RNA Gene","","19","GC20P003917","7.85038709640503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103A2"
"MIR4492","MicroRNA 4492","RNA Gene","","15","GC11P118910","7.84265279769897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4492"
"MIR1197","MicroRNA 1197","RNA Gene","","15","GC14P113783","7.83949518203735","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1197"
"MIR877","MicroRNA 877","RNA Gene","","20","GC06P030584","7.8353476524353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR877"
"MIR203B","MicroRNA 203b","RNA Gene","","14","GC14M117670","7.81334590911865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203B"
"MIR101-2","MicroRNA 101-2","RNA Gene","","17","GC09P004867","7.78794384002686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR101-2"
"MIR665","MicroRNA 665","RNA Gene","","15","GC14P114478","7.78357934951782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR665"
"MIR450B","MicroRNA 450b","RNA Gene","","18","GC0XM134540","7.77889919281006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450B"
"MIR376C","MicroRNA 376c","RNA Gene","","19","GC14P114453","7.77480268478394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR376C"
